Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
412,"North East Gas Grid
(Ministry of Petroleum & Natural Gas)
(701346)
(N16000439)","Multi-States
(Arunachal
Pradesh, Assam,
Manipur,
Meghalaya,
Mizoram,
Nagaland, Sikkim,
Tripura, West
Bengal)","04/2020
(04/2020)","03/2024
(07/2026)","9265
(9265)",6739.27,87.4
413,"Pipeline Rehabilitation Project, Phase-II
(Ministry of Petroleum & Natural Gas)
(617827)
(-)","Multi-States
(Assam, Bihar,
West Bengal)","12/2024
(12/2024)","12/2029
(12/2029)","680
(680)",7.64,23
414,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02
(Hindustan Petroleum Corporation Limited)
(709757)
(N16000497)","Multi-States
(Bihar, Jharkhand)","06/2022
(06/2022)","06/2030
(06/2030)","1377
(1377)",365.39,35.6
415,"Mumbai Nagpur Jharsuguda Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701354)
(N16000398)","Multi-States
(Chhattisgarh,
Madhya Pradesh,
Maharashtra,
Odisha)","06/2020
(06/2020)","05/2023
(06/2026)","7844.25
(8255)",6969.7,98.8
416,"Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline
(Ministry of Petroleum & Natural Gas)
(701330)
(-)","Multi-States
(Gujarat, Haryana,
Punjab,
Rajasthan)","07/2011
(07/2011)","06/2024
(04/2026)","7392
(7392)",6349,90.2
417,"Gurdaspur Jammu Pipeline
(Gas Authority of India Limited [GAIL])
(612853)
(N16000531)","Multi-States
(Jammu and
Kashmir, Punjab)","07/2023
(07/2023)","07/2026
(07/2026)","521.9
(521.9)",288.9,45.6
418,"Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II
(Ministry of Petroleum & Natural Gas)
(701228)
(N16000285)","Multi-States
(Karnataka,
Kerala, Tamil
Nadu)","06/2009
(06/2009)","12/2012
(09/2026)","2915
(5909)",4623.3,96.5
419,"City Gas Distribution Maharashtra Natural Gas Limited
(Ministry of Petroleum & Natural Gas)
(701338)
(-)","Multi-States
(Karnataka,
Maharashtra)","01/2006
(01/2006)","06/2031
(06/2031)","5535
(5535)",4224.31,47
420,"Dhamra Haldia Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701344)
(N16000391)","Multi-States
(Odisha, West
Bengal)","03/2020
(03/2020)","11/2022
(09/2026)","1030.65
(1125)",915.3,93.5
421,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar
and Hanumangarh districts
(Bharat Petroleum Corporation Limited [BPCL])
(709794)
(N16000520)","Multi-States
(Punjab,
Rajasthan)","12/2022
(12/2022)","06/2030
(06/2030)","3207
(3207)",409.92,30.4
