Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
(Revised Cost)
in Rs. Crore"
74,"Widening and strengthening to 2 lane with paved shoulder from existing Ch. Km 56720
to Km 100820 and Design Ch. From Km 62600 to Km 106360 Total Length43.760 Km
on SRINAGAR -BARAMULA URINH-01 in the UT of Jammu & Kashmir under project
BEACON, Border Roads Organization BRO on EPC mode.
(MoRTH)
(618201)",Jammu and Kashmir,"09/2023
(11/2024)","11/2026
(-)","702.1
(-)"
75,"Widening and Strengthening of Rafiabad-Kupwara-Chowkibal-Tangdhar-Chamkot NH-
701 road from design Ch. From 0000 to 51000 to two lanes with paved shoulders
under Project Beacon in the UT of Jammu & Kashmir on EPC mode Package-I.
(MoRTH)
(618206)",Jammu and Kashmir,"03/2024
(11/2024)","05/2027
(-)","1404.94
(-)"
76,"Widening and Up-gradation to 2-Lane with Paved Shoulder of configuration and
geometric improvement from Km 0.000 to Km 16.990 on Chenani Sudhmahadev
section of NH-244 in UT of Jammu and Kashmir to be executed on EPC basis
(NHIDCL)
(618397)",Jammu and Kashmir,"03/2018
(11/2018)","11/2020
(02/2022)","255.9
(-)"
77,"4 Lane of CG/JH Border-Gumla from km 0.000 to km 32.370 of NH-43 in the State of
Jhrkhand
(National Highways Authority of India [NHAI])
(618641)",Jharkhand,"08/2024
(02/2026)","02/2028
(-)","1325.8
(-)"
78,"Widening and Reconstruction to 4-lane/4-lane with service road including structures
from Pokharia More at Km 47.600 Ex. Km 50.230 to Govindpur at km 62.949 Ex. Km
65.325 of Nh-419 in the State of Jharkhand on EPC mode.
(MoRTH)
(618242)",Jharkhand,"05/2022
(01/2024)","01/2026
(-)","300.46
(-)"
79,"Construction of byepass around Lohardaga town of NH-143A in the Sate of Jharkhand
under EPC mode.
(MoRTH)
(618083)",Jharkhand,"02/2022
(01/2024)","01/2026
(-)","458.78
(-)"
80,"Barhi-Koderma Section of NH31 km 0.00 - km 27.5
(National Highways Authority of India [NHAI])
(618863)",Jharkhand,"02/2017
(11/2019)","08/2024
(08/2024)","662.44
(826.59)"
81,"4L from Km 95.400 Udaipura to Km 147.450 Bhogu on NH-75 Sec-II
(National Highways Authority of India [NHAI])
(618831)",Jharkhand,"03/2023
(10/2024)","10/2026
(-)","1436.8
(1301.54)"
82,"4L from Km 55.00 Kuru to Km 95.400 Udaipura on NH-75 Sec-I
(National Highways Authority of India [NHAI])
(618832)",Jharkhand,"02/2024
(01/2026)","01/2028
(-)","1274.82
(-)"
83,"4L Elevated corridor of Kalimandir-Dimna Chowk-Baliguma Jamshedpur Section of
NH-33 New NH-18 from km 241940 to km 251961 Length 10.021 km
(National Highways Authority of India [NHAI])
(618736)",Jharkhand,"03/2024
(09/2024)","03/2027
(-)","936.26
(832.2)"
84,"Bangalore-Nidagatta Pkg. I
(National Highways Authority of India [NHAI])
(618706)",Karnataka,"02/2018
(05/2019)","11/2021
(08/2022)","3496.01
(4087.42)"
85,"4L PS from near Hemmige Village Periyapatna - Hassan Road Jn. to near Hunsur - KR
Nagar Jn section from Km. 144.900 to Km. 169.000 of NH-275 Pkg. III
(National Highways Authority of India [NHAI])
(618870)",Karnataka,"02/2023
(04/2025)","04/2027
(-)","883.62
(1726.65)"
