Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1366,"Bargi Diversion Project Phase - IV [km. 154 to km 197]
(Water Resources-MP)
(400115)",Madhya Pradesh,"04/2008
(01/2009)","12/2019
(03/2026)","751.03
(893.35)",783.1,75
1367,"Bargi Diversion Project Phase - III [km. 104 to km 154]
(Water Resources-MP)
(400116)",Madhya Pradesh,"04/2007
(04/2007)","12/2019
(03/2026)","1229.15
(1399.7)",1993.52,80
1368,"Gosikhurd CADWM Project
(Department of water resources-MH - II)
(400095)",Maharashtra,"04/2017
(04/2017)","12/2019
(06/2026)","743.73
(743.73)",396.38,52
1369,"Urmodi Irrigation Project
(Department of water resources-MH - II)
(400105)",Maharashtra,"04/2017
(04/2018)","06/2022
(12/2026)","580.79
(895.81)",713.46,76
1370,"Sulwade-Jamphal-Kanoli Lift Irrigation Scheme
(Department of water resources-MH - II)
(400107)",Maharashtra,"04/2017
(02/2019)","06/2023
(06/2027)","2407.67
(2407.67)",2587.54,80
1371,"Purna Barrage-2 [Ner Dhamana] Medium Irrigation Project
(Department of water resources-MH - II)
(400109)",Maharashtra,"04/2017
(04/2018)","06/2020
(06/2026)","848.07
(888.43)",690.49,69
1372,"Jigaon Irrigation Project
(Department of water resources-MH - II)
(400112)",Maharashtra,"04/2017
(04/2018)","06/2028
(-)","7222.95
(7222.95)",9348.58,91
1373,"Bodwad Parisar Sinchan Yojna
(Department of Water Resources-MH)
(617422)",Maharashtra,"05/2002
(01/2017)","07/2027
(-)","1923.81
(1923.81)",1770.13,49
1374,"Waghur Project
(Department of water resources-MH - II)
(701383)",Maharashtra,"04/1996
(04/1996)","12/2019
(03/2026)","1058.99
(1758.51)",1557.67,89
1375,"Gosikhurd Project
(Department of water resources-MH - II)
(701386)",Maharashtra,"04/2008
(04/2008)","12/2019
(06/2028)","7196.47
(12770.1)",13898.18,72
1376,"Aruna Medium Irrigation Project
(Department of water resources-MH - II)
(701391)",Maharashtra,"04/2009
(01/2010)","12/2019
(12/2025)","210.45
(1472.14)",1705.83,97
1377,"Lower Pedhi Project
(Department of water resources-MH - II)
(701396)",Maharashtra,"04/2008
(04/2008)","12/2019
(06/2026)","255.97
(1480.7)",1324.98,65
1378,"Nardave Medium Irrigation Project
(Department of water resources-MH - II)
(701398)",Maharashtra,"04/2009
(04/2009)","12/2019
(06/2026)","211.46
(781.85)",623.5,72
1379,"Thoubal Multipurpose Project
(Water Resources Department-MN)
(701400)",Manipur,"04/1997
(04/1997)","12/2019
(03/2026)","1449.44
(1822.24)",1837.91,98
1380,"North Koel Reservoir Project
(Department of Water Resources, River Development & GR)
(701412)","Multi-States
(Bihar, Jharkhand)","08/2017
(01/2021)","03/2021
(03/2026)","1622.27
(2430.76)",167.16,36
1381,"Integrated Anandpur Barrage Project
(Water Resources-OR)
(603945)",Odisha,"04/1997
(01/1998)","12/2019
(06/2026)","567.03
(2990.05)",2715.12,62
1382,"Kanupur Irrigation Project
(Irrigation and CAD-TG)
(701404)",Odisha,"04/2003
(01/2004)","12/2019
(06/2026)","989.43
(2301.28)",2712.75,79
1383,"Relining of Rajasthan feeder and Sirhind Feeder canal
(Department of Water Resources-PB)
(701410)",Punjab,"02/2016
(04/2018)","06/2021
(06/2026)","1441.26
(2462.16)",3012.69,80
1384,"Shahpur Kandi Dam Project
(Department of Water Resources-PB)
(701411)",Punjab,"02/2010
(04/2018)","06/2022
(10/2025)","2285.81
(2715.7)",2169.72,88
1385,"Sri Ram Sagar Project Stage - II
(Irrigation and CAD-TG)
(400102)",Telangana,"04/2005
(04/2005)","12/2019
(03/2026)","736.13
(949.87)",940.7,96
