Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
672,"Gondia - Dongargarh 4th line [84 Km]
(South Eastern Central Railway)
(618978)
(-) (10723)","Multi-States
(Chhattisgarh,
Maharashtra)","10/2025
(10/2025)","10/2030
(-)","2222.53
(2222.53)",0,0
673,"Rajnandgaon - Nagpur [Kalumna] Third Railway Line [228.30 km]
(South East Central Railway [SECR] - II)
(705617)
(N22000420) (1851)","Multi-States
(Chhattisgarh,
Maharashtra)","09/2016
(12/2016)","12/2024
(06/2026)","3545
(3545)",3639.58,96
674,"Sardega -Bhalumuda New Double line [37.24 Km]
(SECR)
(617390)
(-) (9702)","Multi-States
(Chhattisgarh,
Odisha)","09/2024
(09/2024)","03/2028
(-)","1281.81
(1281.81)",128.07,4
675,"Jagdalpur-Koraput
(East Coast Railway [ECoR] - II)
(705511)
(N22000376) (2306)","Multi-States
(Chhattisgarh,
Odisha)","12/2015
(03/2016)","03/2024
(12/2026)","1547
(1547)",1379.69,94.46
676,"Jharsuguda-Bilaspur Fourth Railway Line [206 km]
(SECR)
(705616)
(N22000484) (2001)","Multi-States
(Chhattisgarh,
Odisha)","09/2016
(09/2016)","10/2024
(03/2026)","2140
(2979)",2260.48,97
677,"Mumbai-Ahmedabad High Speed Rail Project- 508 km
(National High Speed Rail Corporation [NHSRC])
(705728)
(N22000463) (1748)","Multi-States
(Dadra & Nagar
Haveli and Daman
& Diu, Gujarat,
Maharashtra)","03/2015
(09/2017)","08/2027
(12/2029)","108000
(108000)",90501.89,59.86
678,"Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl.
Vadodara-Ahmedabad
(PCE/WR)
(705793)
(-) (-)","Multi-States (Delhi,
Gujarat, Madhya
Pradesh,
Maharashtra,
Rajasthan)","09/2019
(09/2019)","03/2024
(03/2026)","6806.44
(8095.12)",9480.86,66.32
679,"Hospet - Tinaighat - Vasco Rail Doubling Project
(RVNL - II)
(705650)
(N22000297) (1470)","Multi-States (Goa,
Karnataka)","03/2010
(07/2012)","03/2027
(12/2027)","5060
(5060)",5304.19,86.13
680,"Hospet-Hubli-Vasco da Gama Line Electrification Project
(RVNL)
(706950)
(-) (-)","Multi-States (Goa,
Karnataka)","07/2015
(05/2018)","03/2023
(06/2026)","744.49
(1122.62)",1163.14,99.65
681,"Western Dedicated Freight Corridor
(DFCCIL)
(705237)
(N22000464) (961)","Multi-States
(Gujarat, Haryana,
Maharashtra,
Rajasthan, Uttar
Pradesh)","02/2008
(01/2012)","03/2022
(12/2025)","51101
(124005)",124623,96
