Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
188,"Transmission system strengthening scheme for evacuation of power from solar energy
zones in Rajasthan 8.1 GW under Phase II- Part- G1
(Power Grid Corporation of India Limited [POWERGRID])
(608301)",Delhi,"02/2022
(02/2022)","09/2023
(12/2025)","359.47
(359.47)",341.49,97
189,"Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under
Phase II- Part B
(Power Grid Corporation of India Limited [POWERGRID])
(611656)",Gujarat,"03/2023
(03/2023)","03/2025
(11/2025)","1167.55
(1167)",1147.74,97
190,"Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under
Phase II- Part C
(Power Grid Corporation of India Limited [POWERGRID])
(611657)",Gujarat,"03/2023
(03/2023)","03/2025
(12/2025)","2820.99
(2820.99)",2736.36,93
191,"Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2
TRANSMISSION SYSTEM LIMITED
(Power Grid Corporation of India Limited [POWERGRID])
(611660)",Gujarat,"03/2023
(03/2023)","12/2024
(11/2025)","966.79
(966.79)",936.24,97
192,"Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE
park under Phase-III Part B [Vataman Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(612139)",Gujarat,"12/2023
(12/2023)","12/2025
(12/2026)","3751.82
(3751.82)",1688.32,28
193,"Transmission System for Evacuation of Power from potential Renewable Energy zone
in Khavda Area of Gujarat under Phase IV [7 GW] Part E3
(Power Grid Corporation of India Limited [POWERGRID])
(612151)",Gujarat,"07/2023
(07/2023)","07/2025
(03/2026)","334
(334)",118.1,36
194,"Transmission System for Evacuation of Power from Potential Energy Renewable Zone
in Khavda Area of Gujarat under Ph-IV [7GW] Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(612855)",Gujarat,"05/2024
(05/2024)","05/2026
(06/2026)","679
(679)",135.8,27
195,"Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name
POWERGRID Jam Khambhaliya Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615342)",Gujarat,"10/2024
(10/2024)","07/2026
(-)","329
(329)",13.17,3
196,"Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and
Khavda Pooling station 3 [KPS3]
(Power Grid Corporation of India Limited [POWERGRID])
(615343)",Gujarat,"11/2024
(11/2024)","11/2026
(-)","501
(501)",8.11,2
197,"Transmission System for Evacuation of Power from Potential Renewable Energy Zone
in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID
South Olpad Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615345)",Gujarat,"10/2024
(10/2024)","10/2026
(03/2027)","4766
(4766)",714.9,9
198,"Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V
Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617069)",Gujarat,"02/2025
(02/2025)","02/2027
(-)","466
(466)",24.3,2
