Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
779,"Rehabilitation and Up-gradation from Km 170700 Bhadrachalam to Km 234567 Konta
on NH-30 to Two lane with Paved Shoulder in the State of Andra Pradesh on EPC
mode.
(MoRTH)
(617907)",Andhra Pradesh,"12/2021
(09/2022)","09/2024
(-)","436.09
(436.09)",207.05,89
780,"Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district
of AP state under NHO on EPC Mode under Annual Plan 2022-23
(MoRTH)
(617949)",Andhra Pradesh,"03/2023
(03/2024)","03/2026
(-)","159.66
(159.66)",32.57,69
781,"Gudivada Town 2 RoB, and Road improvement NH-165
(MoRTH)
(617984)",Andhra Pradesh,"03/2022
(05/2023)","05/2025
(-)","317.22
(317.22)",0,67
782,"Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to
Akiveedu
(MoRTH)
(617985)",Andhra Pradesh,"03/2020
(11/2021)","11/2023
(02/2024)","529.54
(588.65)",0,67
783,"Kurnool/Kadapa Border-Jammalamadugu section of NH-167K i.e. Design Ch. Km
248010 to km 269900 to 2
(MoRTH)
(617986)",Andhra Pradesh,"03/2023
(12/2024)","12/2026
(-)","292.63
(292.63)",0,40
784,"Nandyala-Kurnool/Kadapa Border section of NH-167K i.e. Km 186/000 to Km
250/000Design Ch.186000 to 248010 to 2LPS
(MoRTH)
(617987)",Andhra Pradesh,"10/2024
(09/2025)","09/2027
(-)","691.81
(691.81)",0,14
785,"Sangameswaram - Atmakuru section from Km 96 to Km 124 & Velegodu- Nandyal
section including Nandyal Bypass from Km 143/6 to 185/9 NH-167K
(MoRTH)
(617988)",Andhra Pradesh,"10/2024
(07/2025)","07/2027
(-)","776.17
(644.14)",0,3
786,"Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharla
road from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh.
(MoRTH)
(617990)",Andhra Pradesh,"03/2023
(02/2024)","11/2025
(-)","242
(242)",78.49,95
787,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch.
14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in the
State of Andhra Pradesh under Corridor Approach through Engineering, Procurement
(MoRTH)
(617991)",Andhra Pradesh,"11/2016
(05/2017)","05/2019
(11/2020)","290.15
(290.15)",36.42,92
788,"Rehabilitation and Up-gradation of existin of road from 2-lane to 2-lane with paved
shoulders from km. 0.00 to km 53.590 total length-53.590 km of Raychoti to Vempalli
section of NH-440 in the State of Andhra Pradesh on EPC mode.
(MoRTH)
(618037)",Andhra Pradesh,"12/2021
(05/2022)","05/2024
(-)","439.82
(359.52)",121.22,0
789,"Gorantla - Hindupur section from Km 120/300 to 165/000 of NH716G in the State of
Andhra Pradesh
(MoRTH)
(618052)",Andhra Pradesh,"10/2024
(08/2025)","08/2027
(-)","808.7
(808.7)",0,5
