Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
439,"Revamping / Augmentation of Facilities at Mathura Bitumen Plant
(MinistryofPetroleumNaturalGas)
(709781)",Uttar Pradesh,"NA
(04/2022)","06/2027
(12/2026)","260.12
(260.12)",1.11,28
440,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich,
Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts
(Bharat Petroleum Corporation Limited [BPCL])
(709795)",Uttar Pradesh,"12/2022
(12/2022)","06/2030
(06/2030)","16654
(16654)",590.67,11
441,"Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project]
(Ministry of Petroleum & Natural Gas)
(617302)",West Bengal,"03/2017
(03/2017)","12/2020
(12/2025)","1740
(2493.15)",2261,90
442,"Haldia Panagarh Pipeline Project
(Hindustan Petroleum Corporation Limited)
(709753)",West Bengal,"11/2022
(11/2022)","11/2025
(11/2025)","1010
(1010)",669.15,82
443,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03
(Hindustan Petroleum Corporation Limited)
(709758)",West Bengal,"06/2022
(06/2022)","06/2030
(06/2030)","2628
(2628)",340.69,28
444,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts
(MinistryofPetroleumNaturalGas)
(709772)",West Bengal,"03/2022
(03/2022)","06/2031
(06/2031)","609
(609)",56.58,2
445,"City Gas Distribution Projects at Alipurduar and Cooch Behar
(Bharat Petroleum Corporation Limited [BPCL])
(709791)",West Bengal,"12/2022
(12/2022)","03/2030
(03/2030)","1017
(1017)",194.33,39
,Total (88),,,,349335.78,182742.33,
,Ministry of Health & Family Welfare,,,,,,
,Healthcare,,,,,,
446,"AIIMS Majra Rewari Haryana
(PMSSY/Institute of National Importance (INI))
(701173)",Haryana,"12/2023
(02/2019)","02/2023
(12/2026)","1299
(1299)",349.41,28
447,"AIIMS Kashmir at Awantipora Jammu & Kashmir
(PMSSY/Institute of National Importance (INI))
(701167)","Jammu and
Kashmir","01/2019
(11/2020)","01/2025
(12/2025)","1828
(1828)",1565.25,67
448,"AIIMS Bibinagar
(PMSSY/Institute of National Importance (INI))
(701171)",Telangana,"12/2018
(07/2022)","09/2022
(12/2025)","1028
(1365.95)",821.99,85
,Total (3),,,,4155,2736.65,
,"Ministry of Ports, Shipping and Waterways",,,,,,
,Healthcare,,,,,,
449,"Establishment of 600 bed super specialty hospital with optional development of
Medical college and further expansion on PPP basis.
(Mumbai Port Trust [MPT])
(708662)",Maharashtra,"08/2019
(01/2022)","06/2026
(12/2027)","693
(693)",58,0
,Total (1),,,,693,58,
,Inland Waterways,,,,,,
450,"Jal Marg Vikas Project
(Inland Waterways Authority of India [IWAI])
(701565)","Multi-States
(Bihar, Jharkhand,
Uttar Pradesh,
West Bengal)","01/2018
(02/2018)","12/2023
(12/2025)","5369.18
(5061.15)",3488.6,71
451,"Fairway Development in West Bengal Farakka - Kahelgaon
(Inland Waterways Authority of India [IWAI])
(611142)",Offshore,"NA
(08/2018)","07/2023
(04/2024)","177
(197)",183.32,100
