project_id,sanctioned_cost,final_cost,cost_overrun_ratio,cost_overrun_5pct,cost_overrun_10pct,cost_overrun_20pct,completion_reason,completion_date
PC-602193,4825.6,8213.03,0.7019707393899204,1,1,1,expenditure_ge_sanctioned,2026-02
PC-602194,11089.42,12951.99,0.16795918993058256,1,1,0,"progress_100, expenditure_ge_sanctioned",2025-11
PC-602195,3860.35,5832.69,0.5109225847397256,1,1,1,expenditure_ge_sanctioned,2026-07
PC-602223,4754.42,8141.52,0.7124107672439541,1,1,1,expenditure_ge_sanctioned,2026-07
PC-602525,8112.12,9313.54,0.1481018525366984,1,1,0,expenditure_ge_sanctioned,2026-07
PC-602538,1037.0,1143.06,0.10227579556412714,1,1,0,expenditure_ge_sanctioned,2026-07
PC-602579,10439.09,13731.77,0.3154182979550899,1,1,1,expenditure_ge_sanctioned,2026-07
PC-602582,687.97,1275.68,0.8542669011730162,1,1,1,expenditure_ge_sanctioned,2026-07
PC-602593,1810.56,1980.59,0.09391017143867098,1,0,0,expenditure_ge_sanctioned,2026-07
PC-602792,1171.0,448.77,-0.6167634500426986,0,0,0,progress_100,2026-07
PC-603945,567.03,2810.1,3.95582244325697,1,1,1,expenditure_ge_sanctioned,2026-07
PC-604791,12366.0,20411.19,0.6505895196506548,1,1,1,expenditure_ge_sanctioned,2026-07
PC-604792,1750.0,4710.0,1.6914285714285713,1,1,1,expenditure_ge_sanctioned,2025-08
PC-605156,938.29,1718.16,0.8311609417131165,1,1,1,expenditure_ge_sanctioned,2026-07
PC-606112,153.71,266.14,0.731442326458916,1,1,1,expenditure_ge_sanctioned,2026-07
PC-607701,412.3,457.64,0.10996846956099926,1,1,0,expenditure_ge_sanctioned,2026-04
PC-607709,5111.33,5577.75,0.0912521789827696,1,0,0,expenditure_ge_sanctioned,2026-07
PC-608302,318.12,317.12,-0.003143467873758299,0,0,0,progress_100,2025-10
PC-608922,1666.0,2129.28,0.27807923169267723,1,1,1,expenditure_ge_sanctioned,2025-10
PC-609041,287.2,310.0,0.0793871866295266,1,0,0,expenditure_ge_sanctioned,2025-08
PC-611142,177.0,383.41,1.1661581920903958,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-03
PC-611737,385.84,382.4,-0.008915612689197605,0,0,0,progress_100,2025-10
PC-611917,1459.0,1560.24,0.06938999314599048,1,0,0,expenditure_ge_sanctioned,2026-07
PC-611937,417.53,502.23,0.20285967475390998,1,1,1,expenditure_ge_sanctioned,2025-11
PC-611966,224.41,224.41,0.0,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-06
PC-612063,219.18,215.51,-0.016744228488000834,0,0,0,progress_100,2025-11
PC-612178,152.95,127.22,-0.16822491010134022,0,0,0,progress_100,2026-03
PC-612185,209.36,202.62,-0.03219335116545663,0,0,0,progress_100,2026-02
PC-612239,131.05,162.05,0.23655093475772593,1,1,1,expenditure_ge_sanctioned,2025-11
PC-612259,102.4,340.3,2.3232421875,1,1,1,expenditure_ge_sanctioned,2026-07
PC-612688,211.13,198.95,-0.05768957514327666,0,0,0,progress_100,2025-10
PC-612819,1813.0,1753.07,-0.03305570876999453,0,0,0,progress_100,2026-04
PC-612851,333.49,336.42,0.008785870640798832,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-07
PC-615327,218.03,169.95,-0.2205201119112049,0,0,0,progress_100,2026-04
PC-616615,230.06,261.82,0.13805094323220035,1,1,0,expenditure_ge_sanctioned,2026-07
PC-616616,305.19,346.46,0.13522723549264382,1,1,0,expenditure_ge_sanctioned,2026-07
PC-617245,942.64,952.95,0.010937367393702768,0,0,0,expenditure_ge_sanctioned,2026-07
PC-617302,1740.0,2380.8,0.3682758620689657,1,1,1,expenditure_ge_sanctioned,2026-07
PC-617374,1516.45,2154.73,0.4209040851989845,1,1,1,expenditure_ge_sanctioned,2026-06
PC-617379,446.21,565.7,0.267788709352099,1,1,1,expenditure_ge_sanctioned,2026-06
PC-617887,379.23,206.48,-0.4555283073596499,0,0,0,progress_100,2026-06
PC-617891,186.29,66.7,-0.6419560899672554,0,0,0,progress_100,2026-05
PC-617907,436.09,221.22,-0.49271939278589283,0,0,0,progress_100,2026-05
PC-617913,283.15,480.41,0.696662546353523,1,1,1,expenditure_ge_sanctioned,2026-07
PC-617915,329.14,0.0,-1.0,0,0,0,progress_100,2026-06
PC-617924,300.33,82.33,-0.7258682116338694,0,0,0,progress_100,2026-05
PC-617933,984.07,0.0,-1.0,0,0,0,progress_100,2026-05
PC-617934,406.54,528.24,0.29935553697053185,1,1,1,expenditure_ge_sanctioned,2026-07
PC-617936,253.99,0.0,-1.0,0,0,0,progress_100,2026-07
PC-617949,159.66,75.64,-0.5262432669422523,0,0,0,progress_100,2026-06
PC-617968,418.89,426.18,0.017403136861706026,0,0,0,expenditure_ge_sanctioned,2026-07
PC-617970,282.08,166.13,-0.4110536018150879,0,0,0,progress_100,2026-05
PC-617975,237.79,79.56,-0.6654190672442071,0,0,0,progress_100,2026-05
PC-618000,170.34,111.33,-0.34642479746389576,0,0,0,progress_100,2026-07
PC-618008,185.09,175.09,-0.054027770273920805,0,0,0,progress_100,2026-05
PC-618023,152.58,0.0,-1.0,0,0,0,progress_100,2026-06
PC-618072,297.25,155.15,-0.47804878048780486,0,0,0,progress_100,2026-07
PC-618099,164.13,98.68,-0.3987692682629622,0,0,0,progress_100,2026-05
PC-618118,174.34,63.55,-0.6354823907307561,0,0,0,progress_100,2026-05
PC-618125,228.32,44.94,-0.8031709880868956,0,0,0,progress_100,2026-07
PC-618164,1141.67,0.0,-1.0,0,0,0,progress_100,2026-07
PC-618165,1156.72,0.0,-1.0,0,0,0,progress_100,2026-06
PC-618166,697.66,0.04,-0.9999426654817533,0,0,0,progress_100,2026-07
PC-618174,226.58,0.0,-1.0,0,0,0,progress_100,2026-07
PC-618188,253.78,98.95,-0.6100953581842541,0,0,0,progress_100,2026-07
PC-618194,294.13,312.4,0.06211539115357145,1,0,0,expenditure_ge_sanctioned,2026-07
PC-618214,346.5,0.0,-1.0,0,0,0,progress_100,2026-07
PC-618220,642.24,0.0,-1.0,0,0,0,progress_100,2026-05
PC-618229,211.09,0.0,-1.0,0,0,0,progress_100,2026-05
PC-618236,316.06,222.43,-0.2962412200215149,0,0,0,progress_100,2026-07
PC-618239,445.22,512.79,0.15176766542383535,1,1,0,expenditure_ge_sanctioned,2026-07
PC-618240,236.47,0.0,-1.0,0,0,0,progress_100,2026-07
PC-618259,222.61,122.52,-0.4496204123803963,0,0,0,progress_100,2026-05
PC-618285,286.72,186.64,-0.3490513392857144,0,0,0,progress_100,2026-05
PC-618298,211.7,272.3,0.28625413320736914,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618330,511.02,647.21,0.2665062032797152,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-05
PC-618337,467.0,593.79,0.27149892933618847,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618346,232.99,155.44,-0.3328469033005709,0,0,0,progress_100,2026-07
PC-618347,241.52,164.85,-0.31744783040741975,0,0,0,progress_100,2026-07
PC-618372,909.02,638.5,-0.2975952124265693,0,0,0,progress_100,2026-05
PC-618377,351.12,243.15,-0.3075017088174983,0,0,0,progress_100,2026-07
PC-618382,605.76,0.01,-0.9999834918119387,0,0,0,progress_100,2026-05
PC-618406,322.49,398.19,0.23473596080498615,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618415,188.36,0.0,-1.0,0,0,0,progress_100,2026-07
PC-618423,215.79,173.12,-0.19773854210111674,0,0,0,progress_100,2026-07
PC-618428,264.84,70.71,-0.7330086089714545,0,0,0,progress_100,2026-07
PC-618429,345.38,418.73,0.2123747756094736,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618436,599.0,432.62,-0.277762938230384,0,0,0,progress_100,2026-07
PC-618437,274.34,116.66,-0.5747612451702266,0,0,0,progress_100,2026-07
PC-618438,385.57,680.44,0.7647638561091372,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07
PC-618442,358.72,100.4,-0.7201159678858162,0,0,0,progress_100,2026-07
PC-618444,279.01,398.54,0.4284075839575643,1,1,1,expenditure_ge_sanctioned,2026-06
PC-618449,230.45,249.71,0.08357561293122151,1,0,0,expenditure_ge_sanctioned,2026-07
PC-618455,693.97,308.85,-0.554951943167572,0,0,0,progress_100,2026-07
PC-618460,1263.38,934.98,-0.2599376276338078,0,0,0,progress_100,2026-06
PC-618462,1644.85,1297.76,-0.21101620208529648,0,0,0,progress_100,2026-07
PC-618463,1324.84,1546.7,0.16746173122792207,1,1,0,expenditure_ge_sanctioned,2026-07
PC-618464,2271.86,2574.42,0.13317722042731495,1,1,0,expenditure_ge_sanctioned,2026-05
PC-618465,1710.3,2158.87,0.2622756241595041,1,1,1,expenditure_ge_sanctioned,2026-05
PC-618489,1851.47,1935.88,0.04559080082312983,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618499,1972.94,770.81,-0.6093089500947824,0,0,0,progress_100,2026-07
PC-618501,1298.0,1024.93,-0.2103775038520801,0,0,0,progress_100,2026-05
PC-618502,1415.34,1427.49,0.008584509729111067,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-05
PC-618503,1034.04,1125.55,0.08849754361533413,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-07
PC-618504,1181.76,1222.79,0.034719401570538766,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618507,466.8,577.62,0.23740359897172225,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618515,1479.3,1178.31,-0.20346785641857634,0,0,0,progress_100,2026-05
PC-618533,1560.39,1694.94,0.08622844288927767,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-07
PC-618549,242.65,677.47,1.7919637337729242,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618553,957.62,758.67,-0.20775464171592073,0,0,0,progress_100,2026-05
PC-618562,579.0,1.4,-0.9975820379965458,0,0,0,progress_100,2026-05
PC-618563,900.05,903.57,0.003910893839231155,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618571,227.25,233.7,0.02838283828382826,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618575,457.72,371.63,-0.18808441842174262,0,0,0,progress_100,2026-02
PC-618577,2228.26,1759.52,-0.21036144794593103,0,0,0,progress_100,2026-06
PC-618578,1467.44,1615.93,0.10118982718203129,1,1,0,expenditure_ge_sanctioned,2026-05
PC-618579,2527.0,2376.11,-0.059711119905025645,0,0,0,progress_100,2026-07
PC-618582,1282.97,599.36,-0.5328339711762551,0,0,0,progress_100,2026-05
PC-618583,1358.77,713.95,-0.474561551991875,0,0,0,progress_100,2026-05
PC-618598,210.0,190.46,-0.09304761904761905,0,0,0,progress_100,2026-07
PC-618599,4919.46,3765.27,-0.23461721408447267,0,0,0,progress_100,2026-07
PC-618600,4023.94,2592.92,-0.3556265749489307,0,0,0,progress_100,2026-07
PC-618611,520.63,450.59,-0.13452932024662434,0,0,0,progress_100,2026-07
PC-618612,846.59,705.48,-0.1666804474420912,0,0,0,progress_100,2026-07
PC-618652,1241.38,785.13,-0.36753451803637893,0,0,0,progress_100,2026-05
PC-618653,1236.08,1503.59,0.21641803119539182,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618674,1470.73,757.62,-0.4848680587191395,0,0,0,progress_100,2026-07
PC-618692,1226.64,1359.14,0.1080186525794038,1,1,0,"progress_100, expenditure_ge_sanctioned",2026-06
PC-618696,1281.47,349.37,-0.7273677885553309,0,0,0,progress_100,2026-02
PC-618699,819.14,188.7,-0.7696364479820299,0,0,0,progress_100,2026-05
PC-618704,150.86,106.14,-0.296433779663264,0,0,0,progress_100,2026-07
PC-618706,3496.01,4315.21,0.2343242725278245,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618710,2002.79,1739.72,-0.13135176428881712,0,0,0,progress_100,2026-07
PC-618743,876.88,66.59,-0.924060304716723,0,0,0,progress_100,2026-05
PC-618748,569.37,355.88,-0.3749582872297452,0,0,0,progress_100,2026-05
PC-618749,711.94,566.96,-0.20364075624350364,0,0,0,progress_100,2026-06
PC-618755,159.53,72.44,-0.5459161286278443,0,0,0,progress_100,2026-05
PC-618762,950.27,663.67,-0.3015984930598672,0,0,0,progress_100,2026-07
PC-618773,449.85,1.17,-0.9973991330443481,0,0,0,progress_100,2026-05
PC-618774,984.63,798.12,-0.18942140702598942,0,0,0,progress_100,2026-05
PC-618776,1237.65,1391.6,0.12438896295398516,1,1,0,expenditure_ge_sanctioned,2026-07
PC-618789,1525.31,1689.83,0.10786004156532103,1,1,0,expenditure_ge_sanctioned,2026-02
PC-618796,828.58,755.88,-0.0877404716502933,0,0,0,progress_100,2026-07
PC-618799,440.16,471.12,0.07033805888767719,1,0,0,expenditure_ge_sanctioned,2026-07
PC-618803,645.63,680.09,0.05337422362653532,1,0,0,expenditure_ge_sanctioned,2026-07
PC-618825,622.04,628.08,0.009709986496045486,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618834,162.73,174.82,0.07429484422048804,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-05
PC-618835,698.4,418.41,-0.40090206185567,0,0,0,progress_100,2026-05
PC-618838,736.75,463.98,-0.3702341364099083,0,0,0,progress_100,2026-07
PC-618839,1309.47,812.81,-0.379283221456009,0,0,0,progress_100,2026-05
PC-618840,664.02,814.22,0.2261980060841542,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618849,444.21,394.65,-0.11156885256973059,0,0,0,progress_100,2026-05
PC-618850,1464.12,1574.85,0.07562904679944271,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-07
PC-618852,191.11,182.6,-0.0445293286588877,0,0,0,progress_100,2026-07
PC-618861,897.45,914.25,0.018719705833194045,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618863,662.44,825.2,0.24569772356741737,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618864,1722.11,1050.08,-0.39023639604903293,0,0,0,progress_100,2026-05
PC-618874,1003.11,9.74,-0.9902901974858191,0,0,0,progress_100,2026-05
PC-618883,1706.47,1447.58,-0.1517108416790217,0,0,0,progress_100,2026-07
PC-618893,2966.63,3455.15,0.1646716981895282,1,1,0,expenditure_ge_sanctioned,2026-07
PC-618897,2356.19,1011.39,-0.5707519342667612,0,0,0,progress_100,2026-05
PC-618899,1499.12,1111.9,-0.258298201611612,0,0,0,progress_100,2026-07
PC-618902,662.44,1126.22,0.7001086890888231,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618935,1183.7,452.48,-0.6177409816676522,0,0,0,progress_100,2026-05
PC-618937,1166.96,1181.42,0.012391170220058978,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618938,1013.33,630.06,-0.3782282178559798,0,0,0,progress_100,2026-05
PC-618943,861.23,140.31,-0.8370818480545267,0,0,0,progress_100,2026-05
PC-618952,1954.77,2025.05,0.035953078878845135,0,0,0,expenditure_ge_sanctioned,2026-07
PC-618953,1199.58,1312.28,0.0939495490088198,1,0,0,expenditure_ge_sanctioned,2026-07
PC-618955,638.29,1096.16,0.717338513841671,1,1,1,expenditure_ge_sanctioned,2026-07
PC-618959,1017.99,406.6,-0.600585467440741,0,0,0,progress_100,2026-05
PC-619003,881.74,1347.79,0.5285571710481547,1,1,1,expenditure_ge_sanctioned,2026-07
PC-619063,1636.15,1278.04,-0.21887357516120165,0,0,0,progress_100,2026-05
PC-619067,356.6,104.04,-0.708244531688166,0,0,0,progress_100,2026-05
PC-619069,361.72,387.04,0.069998894172288,1,0,0,expenditure_ge_sanctioned,2026-07
PC-619070,839.0,8.42,-0.9899642431466031,0,0,0,progress_100,2026-04
PC-619073,1317.74,1367.2,0.03753395965820272,0,0,0,expenditure_ge_sanctioned,2026-07
PC-619077,464.62,389.77,-0.16109939305238696,0,0,0,progress_100,2026-07
PC-619083,255.53,206.64,-0.1913278284350175,0,0,0,progress_100,2026-05
PC-619084,461.54,42.28,-0.908393638687871,0,0,0,progress_100,2026-05
PC-619086,1247.43,7.24,-0.9941960671139863,0,0,0,progress_100,2026-07
PC-619090,2067.67,2381.53,0.1517940483732898,1,1,0,"progress_100, expenditure_ge_sanctioned",2026-07
PC-619092,994.22,1064.47,0.07065840558427716,1,0,0,expenditure_ge_sanctioned,2026-07
PC-619096,1644.92,1849.51,0.12437686939182457,1,1,0,expenditure_ge_sanctioned,2026-07
PC-619097,1181.12,1534.73,0.29938532917908445,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07
PC-619103,1096.52,905.32,-0.17436982453580407,0,0,0,progress_100,2026-07
PC-619113,555.8,235.51,-0.5762684418855704,0,0,0,progress_100,2026-06
PC-619115,796.77,201.53,-0.7470662801059277,0,0,0,progress_100,2026-02
PC-619117,1021.57,1068.91,0.046340436778683713,0,0,0,expenditure_ge_sanctioned,2026-07
PC-619119,999.32,1128.52,0.12928791578273224,1,1,0,expenditure_ge_sanctioned,2026-07
PC-619120,2919.8,3715.84,0.27263511199397206,1,1,1,expenditure_ge_sanctioned,2026-07
PC-619122,1479.22,1351.78,-0.08615351333811061,0,0,0,progress_100,2026-05
PC-619136,610.78,337.4,-0.4475916041782638,0,0,0,progress_100,2026-07
PC-619137,1024.69,882.1,-0.1391542808068782,0,0,0,progress_100,2026-04
PC-619144,1519.72,36.7,-0.9758508146237465,0,0,0,progress_100,2026-05
PC-619145,877.71,1008.79,0.14934317713139866,1,1,0,"progress_100, expenditure_ge_sanctioned",2026-07
PC-619146,750.53,833.12,0.11004223681931435,1,1,0,expenditure_ge_sanctioned,2026-06
PC-619147,603.08,624.41,0.03536844199774469,0,0,0,expenditure_ge_sanctioned,2026-05
PC-619148,1185.66,53.18,-0.9551473440952718,0,0,0,progress_100,2026-05
PC-619150,2082.69,2242.71,0.07683332613110938,1,0,0,expenditure_ge_sanctioned,2026-07
PC-619160,166.52,98.52,-0.4083593562334855,0,0,0,progress_100,2026-07
PC-619162,578.02,440.93,-0.23717172416179366,0,0,0,progress_100,2026-07
PC-619165,177.18,8.3,-0.9531549836324642,0,0,0,progress_100,2026-07
PC-619193,295.47,375.14,0.26963820354012236,1,1,1,expenditure_ge_sanctioned,2026-07
PC-619202,2144.67,3512.17,0.63762723402668,1,1,1,expenditure_ge_sanctioned,2026-07
PC-619205,1981.07,1701.33,-0.14120651970904619,0,0,0,progress_100,2026-07
PC-619210,1411.71,1474.28,0.04432213414936492,0,0,0,expenditure_ge_sanctioned,2026-07
PC-619215,991.41,1083.8,0.09319050645040905,1,0,0,expenditure_ge_sanctioned,2026-07
PC-619218,1364.14,1336.55,-0.02022519682730517,0,0,0,progress_100,2026-07
PC-619222,467.99,595.08,0.27156563174426807,1,1,1,expenditure_ge_sanctioned,2026-07
PC-619301,537.88,573.97,0.06709675020450656,1,0,0,expenditure_ge_sanctioned,2026-07
PC-619320,2290.72,468.71,-0.7953874764266257,0,0,0,progress_100,2026-05
PC-701091,3100.0,16024.42,4.169167741935484,1,1,1,"progress_100, expenditure_ge_sanctioned",2025-10
PC-701105,255.69,158.78,-0.3790136493409989,0,0,0,progress_100,2026-05
PC-701127,480.0,348.2,-0.2745833333333334,0,0,0,progress_100,2026-07
PC-701171,1028.0,1028.94,0.000914396887159663,0,0,0,expenditure_ge_sanctioned,2026-07
PC-701228,2915.0,4881.8,0.6747169811320755,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701263,43129.0,69996.68,0.6229608847874979,1,1,1,expenditure_ge_sanctioned,2026-05
PC-701349,10228.0,11168.49,0.09195248337895978,1,0,0,expenditure_ge_sanctioned,2026-07
PC-701371,691.15,978.51,0.4157708167546843,1,1,1,expenditure_ge_sanctioned,2025-08
PC-701372,20718.17,31969.4,0.5430609942866578,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701376,3807.77,6040.27,0.5863011684004025,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701377,770.16,1515.6,0.9679027734496728,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701383,1058.99,1642.5,0.5510061473668306,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701384,368.34,724.36,0.9665526415811481,1,1,1,expenditure_ge_sanctioned,2025-07
PC-701386,7196.47,14439.46,1.0064642804041424,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701388,1352.53,2689.7,0.9886435051348212,1,1,1,expenditure_ge_sanctioned,2025-07
PC-701390,333.87,803.89,1.4077934525414082,1,1,1,"progress_100, expenditure_ge_sanctioned",2025-07
PC-701391,210.45,1734.71,7.242860536944644,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07
PC-701392,973.62,1069.82,0.09880651588915579,1,0,0,expenditure_ge_sanctioned,2025-07
PC-701396,255.97,3066.05,10.97816150330117,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701398,211.46,879.8,3.1605977489832586,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701400,1449.44,1848.17,0.27509244949773715,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701402,3055.88,8327.62,1.7251135515792506,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701404,989.43,2804.16,1.8341166125951305,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701406,1402.0,1839.76,0.3122396576319544,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-06
PC-701408,1060.67,4575.74,3.3140090697389377,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701410,1441.26,2364.12,0.6403147246159611,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701415,10151.04,27961.55,1.7545502726814197,1,1,1,expenditure_ge_sanctioned,2026-07
PC-701568,100.0,186.47,0.8647,1,1,1,expenditure_ge_sanctioned,2026-02
PC-701576,298.26,480.0,0.6093341380004025,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-02
PC-701600,336.89,241.23,-0.28395025082371106,0,0,0,progress_100,2026-02
PC-701719,539.0,623.44,0.15666048237476815,1,1,0,expenditure_ge_sanctioned,2026-07
PC-702631,5384.17,5019.61,-0.06770960055124564,0,0,0,progress_100,2026-02
PC-702635,26405.14,29834.97,0.12989251335156715,1,1,0,expenditure_ge_sanctioned,2026-07
PC-702637,23136.0,35959.97,0.5542863934993085,1,1,1,expenditure_ge_sanctioned,2026-07
PC-702639,10773.0,12520.65,0.16222500696184894,1,1,0,expenditure_ge_sanctioned,2026-04
PC-702682,186.8,1664.41,7.910117773019271,1,1,1,"progress_100, expenditure_ge_sanctioned",2025-10
PC-702735,213.19,180.32,-0.15418171584033025,0,0,0,progress_100,2026-03
PC-702798,362.31,332.05,-0.08351963787916428,0,0,0,progress_100,2026-03
PC-702808,191.56,200.32,0.04572979745249528,0,0,0,expenditure_ge_sanctioned,2026-07
PC-702948,235.73,221.27,-0.0613413651211131,0,0,0,progress_100,2026-01
PC-702958,142.46,152.65,0.07152885020356581,1,0,0,expenditure_ge_sanctioned,2026-07
PC-703586,498.7,700.64,0.40493282534589925,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705237,51101.0,124623.0,1.4387585370149312,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705253,563.0,959.27,0.703854351687389,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705356,2538.67,5054.69,0.9910780054122825,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705357,138.48,1132.25,7.176270941652225,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705358,3792.0,4825.28,0.27248945147679327,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705359,1928.0,2164.01,0.12241182572614129,1,1,0,expenditure_ge_sanctioned,2026-07
PC-705366,2067.0,2843.39,0.37561199806482826,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705368,1605.0,2140.8,0.3338317757009346,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705373,1473.0,3041.78,1.0650237610319078,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705375,1626.0,2269.03,0.39546740467404695,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705391,14323.0,16931.5,0.18211966766738819,1,1,0,expenditure_ge_sanctioned,2026-07
PC-705392,6663.0,6719.53,0.008484166291460316,0,0,0,expenditure_ge_sanctioned,2026-07
PC-705400,2650.0,4152.4,0.566943396226415,1,1,1,expenditure_ge_sanctioned,2025-07
PC-705401,435.0,1057.21,1.430367816091954,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705410,2018.0,2934.27,0.4540485629335975,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705419,2913.0,3068.75,0.053467215928596046,1,0,0,expenditure_ge_sanctioned,2026-07
PC-705432,7877.0,11090.47,0.40795607464770844,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705437,1160.0,3073.41,1.6494913793103447,1,1,1,expenditure_ge_sanctioned,2026-06
