project_id,sanctioned_cost,final_cost,cost_overrun_ratio,cost_overrun_5pct,cost_overrun_10pct,cost_overrun_20pct,completion_reason,completion_date
PN-himmatnagar_khedbrahma_gauge_c-gujarat-western_railway_(wr),482.42,894.4,0.8539861531445627,1,1,1,expenditure_ge_sanctioned,2025-10
PC-702682,186.8,1664.41,7.910117773019271,1,1,1,"progress_100, expenditure_ge_sanctioned",2025-10
PC-611737,385.84,382.4,-0.008915612689197605,0,0,0,progress_100,2025-10
PC-608302,318.12,317.12,-0.003143467873758299,0,0,0,progress_100,2025-10
PN-vijapur_ambliyasan_gauge_conve-gujarat-western_railway_(wr),415.38,701.04,0.6877076411960132,1,1,1,expenditure_ge_sanctioned,2025-10
PC-701091,3100.0,16024.42,4.169167741935484,1,1,1,"progress_100, expenditure_ge_sanctioned",2025-10
PC-608922,1666.0,2129.28,0.27807923169267723,1,1,1,expenditure_ge_sanctioned,2025-10
PN-transmission_system_for_evacua-jammu and -power_grid_corporati,318.12,318.12,0.0,0,0,0,expenditure_ge_sanctioned,2025-11
PC-705694,187.72,141.91,-0.2440336671638611,0,0,0,progress_100,2025-11
PC-400065,1105.23,790.11,-0.28511712494231967,0,0,0,progress_100,2025-11
PN-western_region_expansion_schem-chhattisga-power_grid_corporati,385.84,385.84,0.0,0,0,0,expenditure_ge_sanctioned,2025-11
PC-611937,417.53,502.23,0.20285967475390998,1,1,1,expenditure_ge_sanctioned,2025-11
PC-612063,219.18,215.51,-0.016744228488000834,0,0,0,progress_100,2025-11
PC-612239,131.05,162.05,0.23655093475772593,1,1,1,expenditure_ge_sanctioned,2025-11
PC-705779,1178.0,1489.5,0.26443123938879465,1,1,1,expenditure_ge_sanctioned,2025-11
PC-705784,357.0,579.0,0.6218487394957983,1,1,1,expenditure_ge_sanctioned,2025-11
PN-lucknow_airport-terminal_3-_ph-uttar prad-adani_airport_holdin,3100.0,3112.57,0.0040548387096774885,0,0,0,expenditure_ge_sanctioned,2025-11
PC-602194,11089.42,12951.99,0.16795918993058256,1,1,0,"progress_100, expenditure_ge_sanctioned",2025-11
PN-transmission_system_strengthen-delhi-power_grid_corporati,359.47,359.47,0.0,0,0,0,expenditure_ge_sanctioned,2025-11
PN-transmission_system_for_streng-multi-stat-power_grid_corporati,288.71,288.71,0.0,0,0,0,expenditure_ge_sanctioned,2025-11
PN-establishment_of_khavda_poolin-gujarat-power_grid_corporati,966.79,966.79,0.0,0,0,0,expenditure_ge_sanctioned,2025-11
PC-709858,810.99,786.86,-0.029753757752869925,0,0,0,progress_100,2025-11
PN-dibrugarh_water_supply_infrast-assam-ministry_of_housing_,186.8,186.8,0.0,0,0,0,expenditure_ge_sanctioned,2025-11
PN-transmission_system_strengthen-multi-stat-power_grid_corporati,1666.0,2218.0,0.3313325330132053,1,1,1,expenditure_ge_sanctioned,2025-11
PN-khurja_super_thermal_power_pla-uttar prad-thdc_india_limited,11089.42,12888.23,0.16220956551379606,1,1,0,expenditure_ge_sanctioned,2025-12
PN-janghai-phaphamau_doubling_rai-uttar prad-rvnl,357.0,844.84,1.366498599439776,1,1,1,expenditure_ge_sanctioned,2025-12
PN-adraj_moti_vijapur_40_kms_6119-gujarat-western_railway_(wr),417.53,513.61,0.23011520130290042,1,1,1,expenditure_ge_sanctioned,2025-12
PN-bikaner_solar_power_project_70-rajasthan-satluj_jal_vidyut_ni,5491.89,5523.11,0.005684746052815992,0,0,0,expenditure_ge_sanctioned,2025-12
PN-construction_of_100_bedded_esi-jammu and -employee's_state_ins,131.05,162.05,0.23655093475772593,1,1,1,expenditure_ge_sanctioned,2025-12
"PN-phephna-indara,_mau-shahganj_d-uttar prad-rvnl_-_i",1178.0,2217.85,0.8827249575551781,1,1,1,expenditure_ge_sanctioned,2025-12
PN-transmission_scheme_for_evacua-gujarat-power_grid_corporati,2820.99,2820.99,0.0,0,0,0,expenditure_ge_sanctioned,2026-01
PC-702948,235.73,221.27,-0.0613413651211131,0,0,0,progress_100,2026-01
PC-400161,910.56,1073.0,0.17839571252855402,1,1,0,expenditure_ge_sanctioned,2026-01
PC-701600,336.89,241.23,-0.28395025082371106,0,0,0,progress_100,2026-02
PC-702631,5384.17,5019.61,-0.06770960055124564,0,0,0,progress_100,2026-02
PC-701568,100.0,186.47,0.8647,1,1,1,expenditure_ge_sanctioned,2026-02
PC-602193,4825.6,8213.03,0.7019707393899204,1,1,1,expenditure_ge_sanctioned,2026-02
PC-618575,457.72,371.63,-0.18808441842174262,0,0,0,progress_100,2026-02
PC-709827,349.75,326.85,-0.06547533952823437,0,0,0,progress_100,2026-02
PC-618696,1281.47,349.37,-0.7273677885553309,0,0,0,progress_100,2026-02
PN-trivandrum-_kanyakumari_705635-multi-stat-southern_railway_[sr,1432.0,2882.55,1.012953910614525,1,1,1,expenditure_ge_sanctioned,2026-02
PC-701576,298.26,480.0,0.6093341380004025,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-02
PC-618789,1525.31,1689.83,0.10786004156532103,1,1,0,expenditure_ge_sanctioned,2026-02
PC-705651,2478.23,3368.11,0.3590788587015734,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-02
PC-619115,796.77,201.53,-0.7470662801059277,0,0,0,progress_100,2026-02
PC-705662,1878.0,2763.97,0.471762513312034,1,1,1,expenditure_ge_sanctioned,2026-02
"PN-pp_project,_pata_400161-uttar prad-gas_authority_of_ind",910.56,1082.0,0.1882797399402567,1,1,0,expenditure_ge_sanctioned,2026-02
PC-612185,209.36,202.62,-0.03219335116545663,0,0,0,progress_100,2026-02
PN-penukonda_-_dharmavaram_doubli-andhra pra-south_western_railwa,307.66,311.28,0.011766235454722551,0,0,0,expenditure_ge_sanctioned,2026-02
PC-611142,177.0,383.41,1.1661581920903958,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-03
PN-6l_of_it_city_chowk_to_kurali_-punjab-national_highways_au,1525.31,1695.39,0.11150520222118798,1,1,0,expenditure_ge_sanctioned,2026-03
PN-augmentation_of_1x1500_mva_3rd-andhra pra-power_grid_corporati,163.61,163.61,0.0,0,0,0,expenditure_ge_sanctioned,2026-03
"PN-berth_no._2_[previously_berth_-west benga-haldia_dock_complex,",298.26,480.0,0.6093341380004025,1,1,1,expenditure_ge_sanctioned,2026-03
PN-tehri_pumped_storage_plant_pro-uttarakhan-thdc_india_limited,4825.6,8267.03,0.7131610576923078,1,1,1,expenditure_ge_sanctioned,2026-03
PN-construction_of_oil_jetty_no.8-gujarat-deendayal_port_trust,100.0,186.47,0.8647,1,1,1,expenditure_ge_sanctioned,2026-03
PN-katni_-_bina_third_railway_lin-madhya pra-west_central_railway,2478.23,3368.11,0.3590788587015734,1,1,1,expenditure_ge_sanctioned,2026-03
PC-705503,4027.53,5248.72,0.3032106526829099,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-03
PC-702798,362.31,332.05,-0.08351963787916428,0,0,0,progress_100,2026-03
PN-construction_of_tunnels/viaduc-jammu and -national_highways_au,442.14,458.86,0.03781607635590545,0,0,0,expenditure_ge_sanctioned,2026-03
PC-702735,213.19,180.32,-0.15418171584033025,0,0,0,progress_100,2026-03
PC-612178,152.95,127.22,-0.16822491010134022,0,0,0,progress_100,2026-03
PN-hotgi-kudgi-gadag_doubling_pro-multi-stat-south_western_railwa,1878.0,2771.29,0.4756602768903089,1,1,1,expenditure_ge_sanctioned,2026-03
PC-400112,7222.95,10516.63,0.45600204902429065,1,1,1,expenditure_ge_sanctioned,2026-04
PC-619137,1024.69,882.1,-0.1391542808068782,0,0,0,progress_100,2026-04
PC-400105,580.79,713.46,0.22843024156752034,1,1,1,expenditure_ge_sanctioned,2026-04
PN-transmission_system_for_evacua-gujarat-power_grid_corporati,334.0,334.0,0.0,0,0,0,expenditure_ge_sanctioned,2026-04
PC-400107,2407.67,2779.38,0.15438577545926147,1,1,0,expenditure_ge_sanctioned,2026-04
PC-400259,17237.8,21237.52,0.2320319298286324,1,1,1,expenditure_ge_sanctioned,2026-04
PC-619070,839.0,8.42,-0.9899642431466031,0,0,0,progress_100,2026-04
PC-607701,412.3,457.64,0.10996846956099926,1,1,0,expenditure_ge_sanctioned,2026-04
PC-615327,218.03,169.95,-0.2205201119112049,0,0,0,progress_100,2026-04
PC-612819,1813.0,1753.07,-0.03305570876999453,0,0,0,progress_100,2026-04
PC-702639,10773.0,12520.65,0.16222500696184894,1,1,0,expenditure_ge_sanctioned,2026-04
PN-pune_-_miraj-londa_[467_kilome-maharashtr-central_railway,4027.53,4924.05,0.2225979694750877,1,1,1,expenditure_ge_sanctioned,2026-04
PC-618755,159.53,72.44,-0.5459161286278443,0,0,0,progress_100,2026-05
PC-618748,569.37,355.88,-0.3749582872297452,0,0,0,progress_100,2026-05
PC-618743,876.88,66.59,-0.924060304716723,0,0,0,progress_100,2026-05
PC-619320,2290.72,468.71,-0.7953874764266257,0,0,0,progress_100,2026-05
PC-618699,819.14,188.7,-0.7696364479820299,0,0,0,progress_100,2026-05
PC-619122,1479.22,1351.78,-0.08615351333811061,0,0,0,progress_100,2026-05
PC-618652,1241.38,785.13,-0.36753451803637893,0,0,0,progress_100,2026-05
PC-618118,174.34,63.55,-0.6354823907307561,0,0,0,progress_100,2026-05
PC-618583,1358.77,713.95,-0.474561551991875,0,0,0,progress_100,2026-05
PC-618582,1282.97,599.36,-0.5328339711762551,0,0,0,progress_100,2026-05
PC-617891,186.29,66.7,-0.6419560899672554,0,0,0,progress_100,2026-05
PC-618578,1467.44,1615.93,0.10118982718203129,1,1,0,expenditure_ge_sanctioned,2026-05
PC-617907,436.09,221.22,-0.49271939278589283,0,0,0,progress_100,2026-05
PC-618562,579.0,1.4,-0.9975820379965458,0,0,0,progress_100,2026-05
PC-618553,957.62,758.67,-0.20775464171592073,0,0,0,progress_100,2026-05
PC-617924,300.33,82.33,-0.7258682116338694,0,0,0,progress_100,2026-05
PC-618773,449.85,1.17,-0.9973991330443481,0,0,0,progress_100,2026-05
PC-618774,984.63,798.12,-0.18942140702598942,0,0,0,progress_100,2026-05
PN-gujarat-ministry o-,539.0,623.44,0.15666048237476815,1,1,0,expenditure_ge_sanctioned,2026-05
PC-618515,1479.3,1178.31,-0.20346785641857634,0,0,0,progress_100,2026-05
PC-619083,255.53,206.64,-0.1913278284350175,0,0,0,progress_100,2026-05
PC-619067,356.6,104.04,-0.708244531688166,0,0,0,progress_100,2026-05
PC-619063,1636.15,1278.04,-0.21887357516120165,0,0,0,progress_100,2026-05
PC-701263,43129.0,69996.68,0.6229608847874979,1,1,1,expenditure_ge_sanctioned,2026-05
PC-618959,1017.99,406.6,-0.600585467440741,0,0,0,progress_100,2026-05
PC-618943,861.23,140.31,-0.8370818480545267,0,0,0,progress_100,2026-05
PC-618938,1013.33,630.06,-0.3782282178559798,0,0,0,progress_100,2026-05
PC-619148,1185.66,53.18,-0.9551473440952718,0,0,0,progress_100,2026-05
PC-618935,1183.7,452.48,-0.6177409816676522,0,0,0,progress_100,2026-05
PC-618897,2356.19,1011.39,-0.5707519342667612,0,0,0,progress_100,2026-05
PC-618874,1003.11,9.74,-0.9902901974858191,0,0,0,progress_100,2026-05
PC-618864,1722.11,1050.08,-0.39023639604903293,0,0,0,progress_100,2026-05
PC-618849,444.21,394.65,-0.11156885256973059,0,0,0,progress_100,2026-05
PC-618839,1309.47,812.81,-0.379283221456009,0,0,0,progress_100,2026-05
PC-618835,698.4,418.41,-0.40090206185567,0,0,0,progress_100,2026-05
PC-618834,162.73,174.82,0.07429484422048804,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-05
PC-701105,255.69,158.78,-0.3790136493409989,0,0,0,progress_100,2026-05
PC-618502,1415.34,1427.49,0.008584509729111067,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-05
PC-619144,1519.72,36.7,-0.9758508146237465,0,0,0,progress_100,2026-05
PC-617975,237.79,79.56,-0.6654190672442071,0,0,0,progress_100,2026-05
PC-618501,1298.0,1024.93,-0.2103775038520801,0,0,0,progress_100,2026-05
PC-618382,605.76,0.01,-0.9999834918119387,0,0,0,progress_100,2026-05
PC-618330,511.02,647.21,0.2665062032797152,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-05
PC-617970,282.08,166.13,-0.4110536018150879,0,0,0,progress_100,2026-05
PC-619084,461.54,42.28,-0.908393638687871,0,0,0,progress_100,2026-05
PC-619147,603.08,624.41,0.03536844199774469,0,0,0,expenditure_ge_sanctioned,2026-05
PC-618285,286.72,186.64,-0.3490513392857144,0,0,0,progress_100,2026-05
PC-618259,222.61,122.52,-0.4496204123803963,0,0,0,progress_100,2026-05
PN-ahmedabad_metro_rail_project_[-gujarat-gujarat_metro_rail_c,10773.0,12521.43,0.16229741019214705,1,1,0,expenditure_ge_sanctioned,2026-05
PC-618372,909.02,638.5,-0.2975952124265693,0,0,0,progress_100,2026-05
PC-618229,211.09,0.0,-1.0,0,0,0,progress_100,2026-05
PC-618220,642.24,0.0,-1.0,0,0,0,progress_100,2026-05
PC-617933,984.07,0.0,-1.0,0,0,0,progress_100,2026-05
PC-618008,185.09,175.09,-0.054027770273920805,0,0,0,progress_100,2026-05
PN-ghatampur_thermal_power_plant_-uttar prad-nlc_india_limited_[n,17237.8,21287.24,0.23491628862151792,1,1,1,expenditure_ge_sanctioned,2026-05
PN-guwahati_refinery_expansion_[1-assam-ministry_of_petroleu,412.3,487.31,0.18193063303419832,1,1,0,expenditure_ge_sanctioned,2026-05
PC-618099,164.13,98.68,-0.3987692682629622,0,0,0,progress_100,2026-05
PN-transmission_network_expansion-multi-stat-power_grid_corporati,4546.26,4546.26,0.0,0,0,0,expenditure_ge_sanctioned,2026-05
PC-618464,2271.86,2574.42,0.13317722042731495,1,1,0,expenditure_ge_sanctioned,2026-05
PC-618465,1710.3,2158.87,0.2622756241595041,1,1,1,expenditure_ge_sanctioned,2026-05
PC-618023,152.58,0.0,-1.0,0,0,0,progress_100,2026-06
PN-chakur_loha_section_of_nh-361_-maharashtr-nhai,1241.38,1717.21,0.3833072870515071,1,1,1,expenditure_ge_sanctioned,2026-06
PC-618165,1156.72,0.0,-1.0,0,0,0,progress_100,2026-06
PN-challakere_to_hariyur_section_-karnataka-nhai,1167.52,1243.48,0.06506098396601345,1,0,0,expenditure_ge_sanctioned,2026-06
PC-705633,3733.0,5552.65,0.4874497723010982,1,1,1,expenditure_ge_sanctioned,2026-06
PN-pipli_bhavnagar-package_1_from-gujarat-nhai,819.14,975.85,0.1913103987108431,1,1,0,expenditure_ge_sanctioned,2026-06
PN-reconstruction_of_existing_2_l-uttarakhan-morth,282.08,352.53,0.24975184344866697,1,1,1,expenditure_ge_sanctioned,2026-06
PC-705660,2445.0,3368.46,0.37769325153374234,1,1,1,expenditure_ge_sanctioned,2026-06
PN-rajasthan_refinery_project_701-rajasthan-ministryofpetroleumn,43129.0,70293.57,0.629844652090241,1,1,1,expenditure_ge_sanctioned,2026-06
PC-619113,555.8,235.51,-0.5762684418855704,0,0,0,progress_100,2026-06
PC-400019,492.76,560.32,0.1371052845198475,1,1,0,expenditure_ge_sanctioned,2026-06
PN-thumbipadi-namakkal_from_km._1-tamil nadu-nhai,255.53,392.41,0.535670958400188,1,1,1,expenditure_ge_sanctioned,2026-06
PN-construction_of_4/6_laning_fro-assam-nhidcl,511.02,671.35,0.31374505890180426,1,1,1,expenditure_ge_sanctioned,2026-06
PN-vadodara_mumbai_expressway_ena-gujarat-nhai,2271.86,2991.42,0.316727263123608,1,1,1,expenditure_ge_sanctioned,2026-06
PN-vadodara_mumbai_expressway_gan-gujarat-nhai,1710.3,2451.01,0.4330877623808691,1,1,1,expenditure_ge_sanctioned,2026-06
PN-construction_of_four-lane_elev-uttar prad-morth,185.09,200.32,0.0822842941271813,1,0,0,expenditure_ge_sanctioned,2026-06
PN-widening_&_strengthening_of_ex-telangana-morth,206.13,318.62,0.5457235725027896,1,1,1,expenditure_ge_sanctioned,2026-06
PC-705730,4835.0,5098.73,0.054546018614270775,1,0,0,expenditure_ge_sanctioned,2026-06
PC-611966,224.41,224.41,0.0,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-06
PC-705799,1400.0,1472.0,0.05142857142857138,1,0,0,expenditure_ge_sanctioned,2026-06
PC-706757,262.0,387.82,0.4802290076335878,1,1,1,expenditure_ge_sanctioned,2026-06
PN-4l_of_hubli_-_hospet_section_o-karnataka-nhai,2531.99,3522.85,0.3913364586747974,1,1,1,expenditure_ge_sanctioned,2026-06
PC-400277,8964.0,8984.66,0.002304774654172226,0,0,0,expenditure_ge_sanctioned,2026-06
PN-4l_of_bhavnagar_-_talaja_packa-gujarat-nhai,1185.66,1316.53,0.11037734257712994,1,1,0,expenditure_ge_sanctioned,2026-06
PN-4l_of_bal_works_of_talaja_-_ma-gujarat-nhai,698.4,726.01,0.03953321878579619,0,0,0,expenditure_ge_sanctioned,2026-06
PN-4l_of_bal_works_of_mahuva_to_k-gujarat-nhai,603.08,624.43,0.035401605093851485,0,0,0,expenditure_ge_sanctioned,2026-06
PN-muzaffarpur_-_sonbarsa_section-bihar-nhai,2290.72,2308.19,0.007626423133338056,0,0,0,expenditure_ge_sanctioned,2026-06
PN-4l_kodinar_-_veraval_package_v-gujarat-nhai,162.73,189.95,0.16727093959319128,1,1,0,expenditure_ge_sanctioned,2026-06
PN-6l_access_controlled_highway_f-delhi-nhai,1467.44,1652.29,0.1259676715913427,1,1,0,expenditure_ge_sanctioned,2026-06
PC-617915,329.14,0.0,-1.0,0,0,0,progress_100,2026-06
PN-6l_of_chiloda-naroda_section_f-gujarat-nhai,356.6,443.07,0.24248457655636568,1,1,1,expenditure_ge_sanctioned,2026-06
PC-618577,2228.26,1759.52,-0.21036144794593103,0,0,0,progress_100,2026-06
PC-618460,1263.38,934.98,-0.2599376276338078,0,0,0,progress_100,2026-06
PN-transmission_system_for_evacua-rajasthan-power_grid_corporati,1910.0,1910.0,0.0,0,0,0,expenditure_ge_sanctioned,2026-06
PC-618444,279.01,398.54,0.4284075839575643,1,1,1,expenditure_ge_sanctioned,2026-06
PN-ahmedabad_-_dholera_pkg_i_from-gujarat-nhai,1298.0,1385.83,0.06766563944530035,1,0,0,expenditure_ge_sanctioned,2026-06
PC-617887,379.23,206.48,-0.4555283073596499,0,0,0,progress_100,2026-06
PC-705437,1160.0,3073.41,1.6494913793103447,1,1,1,expenditure_ge_sanctioned,2026-06
PC-701406,1402.0,1839.76,0.3122396576319544,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-06
PC-705650,5060.0,5511.03,0.08913636363636357,1,0,0,expenditure_ge_sanctioned,2026-06
PN-ahmedabad_-_dholera_pkg_ii_fro-gujarat-nhai,1415.34,1785.68,0.2616615088953893,1,1,1,expenditure_ge_sanctioned,2026-06
PN-transmission_system_for_kurnoo-multi-stat-power_grid_corporati,3546.94,3546.94,0.0,0,0,0,expenditure_ge_sanctioned,2026-06
PC-618692,1226.64,1359.14,0.1080186525794038,1,1,0,"progress_100, expenditure_ge_sanctioned",2026-06
PC-617379,446.21,565.7,0.267788709352099,1,1,1,expenditure_ge_sanctioned,2026-06
PN-salem_-_ulundurpet_section_fro-tamil nadu-nhai,861.23,940.44,0.09197310822892835,1,0,0,expenditure_ge_sanctioned,2026-06
PC-706950,744.49,1163.32,0.5625730365753736,1,1,1,expenditure_ge_sanctioned,2026-06
PC-619146,750.53,833.12,0.11004223681931435,1,1,0,expenditure_ge_sanctioned,2026-06
PC-705612,1953.0,5192.51,1.65873527905786,1,1,1,expenditure_ge_sanctioned,2026-06
PC-400253,4803.0,6260.17,0.3033874661669791,1,1,1,expenditure_ge_sanctioned,2026-06
PC-617374,1516.45,2154.73,0.4209040851989845,1,1,1,expenditure_ge_sanctioned,2026-06
PC-617949,159.66,75.64,-0.5262432669422523,0,0,0,progress_100,2026-06
PC-618749,711.94,566.96,-0.20364075624350364,0,0,0,progress_100,2026-06
PC-705613,2595.0,4154.83,0.6010905587668594,1,1,1,expenditure_ge_sanctioned,2026-06
PN-balance_work_of_panikoili_rimo-odisha-nhai,183.03,185.4,0.012948696934928616,0,0,0,expenditure_ge_sanctioned,2026-06
PC-705500,540.02,836.27,0.5485907929335951,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705498,792.89,1159.82,0.46277541651427057,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705504,2081.27,3191.56,0.5334675462578138,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705502,1384.72,1894.7,0.3682910624530591,1,1,1,expenditure_ge_sanctioned,2026-07
PC-400010,480.0,512.55,0.06781249999999983,1,0,0,expenditure_ge_sanctioned,2026-07
PC-705481,3032.0,4498.51,0.48367744063324536,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705357,138.48,1132.25,7.176270941652225,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705358,3792.0,4825.28,0.27248945147679327,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705359,1928.0,2164.01,0.12241182572614129,1,1,0,expenditure_ge_sanctioned,2026-07
PC-705366,2067.0,2843.39,0.37561199806482826,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705368,1605.0,2140.8,0.3338317757009346,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705505,637.95,1090.49,0.7093659377694175,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705373,1473.0,3041.78,1.0650237610319078,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705375,1626.0,2269.03,0.39546740467404695,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705391,14323.0,16931.5,0.18211966766738819,1,1,0,expenditure_ge_sanctioned,2026-07
PC-705392,6663.0,6719.53,0.008484166291460316,0,0,0,expenditure_ge_sanctioned,2026-07
PC-705401,435.0,1057.21,1.430367816091954,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705410,2018.0,2934.27,0.4540485629335975,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705419,2913.0,3068.75,0.053467215928596046,1,0,0,expenditure_ge_sanctioned,2026-07
PC-705432,7877.0,11090.47,0.40795607464770844,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705444,4970.0,5327.55,0.07194164989939633,1,0,0,expenditure_ge_sanctioned,2026-07
PC-705453,456.07,4509.3,8.887298002499616,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705454,1794.0,1855.01,0.03400780379041257,0,0,0,expenditure_ge_sanctioned,2026-07
PC-705457,1656.25,5045.54,2.046363773584906,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705458,483.88,816.25,0.6868851781433414,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705497,3445.34,4053.03,0.17638027016201585,1,1,0,expenditure_ge_sanctioned,2026-07
PC-705506,1035.16,1843.54,0.780922755902469,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07
PC-709849,2546.9,3003.9,0.1794338215085005,1,1,0,expenditure_ge_sanctioned,2026-07
PC-705515,1173.0,2213.72,0.8872293265132138,1,1,1,expenditure_ge_sanctioned,2026-07
PC-707086,325.0,353.01,0.0861846153846153,1,0,0,expenditure_ge_sanctioned,2026-07
PC-707087,325.0,470.08,0.4463999999999999,1,1,1,expenditure_ge_sanctioned,2026-07
PC-707215,573.0,656.38,0.14551483420593359,1,1,0,expenditure_ge_sanctioned,2026-07
PC-709747,339.35,370.0,0.09031972889347273,1,0,0,expenditure_ge_sanctioned,2026-07
PC-709783,165.13,193.38,0.17107733301035544,1,1,0,expenditure_ge_sanctioned,2026-07
PC-709813,437.21,463.96,0.06118341300519203,1,0,0,expenditure_ge_sanctioned,2026-07
PC-709839,4144.41,6302.5,0.5207230944814822,1,1,1,expenditure_ge_sanctioned,2026-07
PC-705356,2538.67,5054.69,0.9910780054122825,1,1,1,expenditure_ge_sanctioned,2026-07
PN-617883-redevelopm-,44.0,57.0,0.2954545454545454,1,1,1,expenditure_ge_sanctioned,2026-07
PN-aligarh-kanpur_pkg_i_[aligarh--uttar prad-nhai,1226.64,1359.15,0.10802680493054195,1,1,0,expenditure_ge_sanctioned,2026-07
PN-assam-department-,153.71,266.14,0.731442326458916,1,1,1,expenditure_ge_sanctioned,2026-07
PN-jammu_and_kashmir-department-,424.93,484.52,0.14023486221259973,1,1,0,expenditure_ge_sanctioned,2026-07
PN-kagvadar_-_una_package-iv_6191-gujarat-nhai,750.53,833.13,0.11005556073707923,1,1,0,expenditure_ge_sanctioned,2026-07
PN-ladakh-ministry o-,480.0,512.55,0.06781249999999983,1,0,0,expenditure_ge_sanctioned,2026-07
PN-mizoram-ministry o-,5111.33,5577.75,0.0912521789827696,1,0,0,expenditure_ge_sanctioned,2026-07
PN-rajiv_bhima_lift_irrigation_sc-telangana-irrigation_and_cad-t,1402.0,1839.76,0.3122396576319544,1,1,1,expenditure_ge_sanctioned,2026-07
PN-rehabilitation_and_up_gradatio-mizoram-nhidcl,292.23,298.93,0.022927146425760547,0,0,0,expenditure_ge_sanctioned,2026-07
PN-rehabilitation_and_upgradation-mizoram-nhidcl,206.9,214.51,0.03678105364910578,0,0,0,expenditure_ge_sanctioned,2026-07
PN-rehabilitation_and_upgradation-telangana-morth,220.28,223.79,0.01593426548029786,0,0,0,expenditure_ge_sanctioned,2026-07
PN-transmission_system_for_evacua-maharashtr-power_grid_corporati,224.41,224.41,0.0,0,0,0,expenditure_ge_sanctioned,2026-07
