Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
276,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702734)",Haryana,"NA
(11/2017)","09/2023
(03/2026)","278.01
(278.01)",1548.15,88
277,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702735)",Haryana,"NA
(10/2018)","03/2023
(12/2025)","213.19
(213.19)",1069.74,91
278,"Dhanbad Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702741)",Jharkhand,"NA
(12/2018)","03/2023
(03/2026)","216.55
(216.55)",696.48,72
279,"SAAP-3 Water Supply Infrastructure SAAP-3 Project
(Ministry of Housing & Urban Affairs)
(702742)",Jharkhand,"NA
(12/2018)","10/2023
(03/2026)","159.31
(159.31)",612.5,65
280,"Augmentation and Strenghthning of Urban Water Supply Phase 1 - SAAP 3
(Ministry of Housing & Urban Affairs)
(702746)",Jharkhand,"NA
(12/2018)","03/2023
(03/2026)","278.28
(278.28)",1223.5,78
281,"Belgavi Improvement in Sewerage System Project
(Ministry of Housing & Urban Affairs)
(702760)",Karnataka,"NA
(10/2016)","07/2023
(12/2025)","162.73
(162.73)",562.71,80
282,"24/7 water supply under AMRUT for Davanagere
(Ministry of Housing & Urban Affairs)
(702764)",Karnataka,"NA
(01/2018)","03/2023
(12/2025)","174.96
(174.96)",715.56,65
283,"Indore Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702793)",Madhya Pradesh,"NA
(11/2017)","03/2023
(12/2025)","287.17
(287.17)",1766,99
284,"Jabalpur Sewerage Management and Treatment Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702798)",Madhya Pradesh,"NA
(12/2017)","03/2023
(12/2025)","362.31
(362.31)",2264.18,93
285,"Satna Sewerage Management and Treatment Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702808)",Madhya Pradesh,"NA
(12/2016)","03/2024
(12/2025)","191.56
(191.56)",501.71,86
286,"Singrauli Sewerage Management and Treatment Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702810)",Madhya Pradesh,"NA
(11/2017)","03/2023
(12/2025)","402.01
(402.01)",2424.71,90
287,"Kalyan-Dombivali Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702833)",Maharashtra,"NA
(09/2019)","10/2023
(12/2025)","194.2
(194.2)",375.32,70
288,"Mira-Bhayandar Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702840)",Maharashtra,"NA
(08/2018)","03/2023
(12/2025)","204.55
(204.55)",581.09,99
289,"Nagpur Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702842)",Maharashtra,"NA
(08/2018)","03/2023
(09/2025)","273.78
(273.78)",266.11,99
290,"Pune Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702851)",Maharashtra,"NA
(07/2017)","03/2023
(10/2025)","235.95
(235.95)",614.06,92
291,"Solapur Sewerage Management Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702854)",Maharashtra,"NA
(04/2018)","03/2023
(12/2025)","180.24
(180.24)",476.83,91
292,"Jalandhar Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(703021)",Punjab,"NA
(08/2020)","08/2023
(03/2026)","258.53
(258.53)",161.02,58
293,"Patiala Water Supply Infrastructure Part-2 Project
(Ministry of Housing & Urban Affairs)
(703057)",Punjab,"NA
(08/2020)","10/2023
(12/2025)","287
(287)",451.94,74
294,"Jaunpur Sewerage Management Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702948)",Uttar Pradesh,"NA
(08/2019)","06/2023
(12/2025)","235.73
(235.73)",166,87
295,"Jhansi Water Supply Infrastructure Phase-II Project
(Ministry of Housing & Urban Affairs)
(702949)",Uttar Pradesh,"NA
(06/2019)","07/2023
(09/2025)","561.74
(561.74)",523.15,100
,Total (25),,,,6085.6,19062.94,
