Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Total (70),,,,206140.79,61527.48,
,Ministry of Housing & Urban Affairs,,,,,,
,Construction,,,,,,
255,"Construction of One Tower of Office Complex and another Tower of Residential
quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c
internal water supply, sanitary installation and all development and bulk services,
Horticulture works on EPC Mode-I basis i/c comprehensive operation and
maintenance of Civil, E&M services for 7 years after completion of original
construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II
Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.
(Central Public Works Department - CPWD)
(617412)",Telangana,"03/2024
(11/2024)","09/2027
(-)","644
(644)",127.46,15
,Total (1),,,,644,127.46,
,Real Estate,,,,,,
256,"Integrated Command control Center [ICCC] - Construction and Development of
Integrated Command Control Center with Security, Surveillance, ITMS, Connecting
Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System
(ministry of housing and urban affairs)
(707229)","Andaman &
Nicobar","07/2021
(11/2021)","05/2023
(-)","209.88
(209.88)",0,70
257,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies
in Delhi
(National Buildings Construction Corporation [NBCC])
(400188)",Delhi,"07/2016
(05/2018)","12/2025
(12/2025)","32850
(32841)",12339.04,43
258,"Rehablitation in Junavadaj Area Smart City Project
(ministry of housing and urban affairs)
(701719)",Gujarat,"02/2016
(06/2016)","07/2022
(-)","539
(539)",39.63,50
259,"Green Building Development Project
(ministry of housing and urban affairs)
(701766)",Uttarakhand,"11/2019
(08/2019)","11/2023
(-)","150.97
(150.97)",18.95,31
,Total (4),,,,33749.85,12397.62,
,Urban Public Transport,,,,,,
260,"Patna Metro Rail Project
(Patna Metro Rail Corporation Ltd. [PMRCL])
(702627)",Bihar,"02/2019
(02/2019)","02/2024
(06/2027)","13365.77
(13365.8)",4670.21,48
261,"Delhi Metro Rail Phase-IV [2 Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(617207)",Delhi,"03/2024
(03/2024)","03/2029
(-)","8399.81
(8399.81)",67.42,0
262,"Delhi Metro Rail Phase V A
(Delhi Metro Rail Corporation Limited [DMRC])
(619031)",Delhi,"01/2026
(01/2026)","12/2028
(-)","12014.91
(12014.9)",2.07,0
263,"DMRTS Phase - IV [3 Priority Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(702632)",Delhi,"07/2019
(07/2019)","03/2025
(03/2026)","24948.65
(24948.7)",18768.36,75
264,"Surat Metro Rail Project
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702630)",Gujarat,"03/2019
(04/2019)","03/2024
(06/2026)","12020.32
(12020.3)",8371.28,76
265,"Ahmedabad Metro Rail Project, Phase-II
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702631)",Gujarat,"03/2019
(03/2019)","03/2024
(12/2025)","5384.17
(5384.17)",4960.02,100
