Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
182,"Transmission system strengthening at Kurnool- III PS for integration of additional RE
generation projects [POWERGRID Kurnool III PS RE Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617183)",Andhra Pradesh,"03/2025
(03/2025)","12/2027
(-)","2886
(2886)",155.84,4
183,"North Eastern Region Expansion Scheme-XXIII [NERES-XXIII]
(Power Grid Corporation of India Limited [POWERGRID])
(617375)",Arunachal Pradesh,"08/2025
(08/2025)","02/2028
(-)","209.38
(209.38)",0.04,0
184,"Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under
Phase II- Part C
(Power Grid Corporation of India Limited [POWERGRID])
(611657)",Gujarat,"03/2023
(03/2023)","03/2025
(01/2026)","2820.99
(2820.99)",2783.19,98
185,"Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE
park under Phase-III Part B [Vataman Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(612139)",Gujarat,"12/2023
(12/2023)","12/2025
(12/2026)","3751.82
(3751.82)",2101.02,38
186,"Transmission System for Evacuation of Power from potential Renewable Energy zone
in Khavda Area of Gujarat under Phase IV [7 GW] Part E3
(Power Grid Corporation of India Limited [POWERGRID])
(612151)",Gujarat,"07/2023
(07/2023)","07/2025
(03/2026)","334
(334)",236.17,78
187,"Transmission System for Evacuation of Power from Potential Energy Renewable Zone
in Khavda Area of Gujarat under Ph-IV [7GW] Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(612855)",Gujarat,"05/2024
(05/2024)","05/2026
(06/2026)","679
(679)",176.54,31
188,"Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name
POWERGRID Jam Khambhaliya Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615342)",Gujarat,"10/2024
(10/2024)","07/2026
(-)","329
(329)",14.67,5
189,"Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and
Khavda Pooling station 3 [KPS3]
(Power Grid Corporation of India Limited [POWERGRID])
(615343)",Gujarat,"11/2024
(11/2024)","11/2026
(-)","501
(501)",8.11,2
190,"Transmission System for Evacuation of Power from Potential Renewable Energy Zone
in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID
South Olpad Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615345)",Gujarat,"10/2024
(10/2024)","10/2026
(03/2027)","4766
(4766)",1048.56,12
191,"Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V
Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617069)",Gujarat,"02/2025
(02/2025)","02/2027
(-)","466
(466)",23.99,1
192,"Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha
Transco Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617182)",Gujarat,"03/2025
(03/2025)","03/2027
(-)","172
(172)",20.64,19
193,"Augmentation of Transformation Capacity at Bhuj-II PS [GIS]
(Power Grid Corporation of India Limited [POWERGRID])
(617391)",Gujarat,"02/2025
(02/2025)","11/2026
(03/2027)","488.29
(488.29)",0.98,0
194,"Jamnagar Transmission Limited
(Adani Transmission Limited)
(617405)",Gujarat,"NA
(10/2024)","10/2026
(-)","4000
(4000)",268,16
195,"Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS
(Power Grid Corporation of India Limited [POWERGRID])
(617801)",Gujarat,"03/2025
(03/2025)","12/2026
(03/2027)","581.74
(581.74)",1.16,0
196,"Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at
Hindalco Switchyard
(Power Grid Corporation of India Limited [POWERGRID])
(617272)",Haryana,"06/2024
(06/2024)","12/2026
(-)","370
(370)",22.2,6
197,"Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624
MW] Part B
(Power Grid Corporation of India Limited [POWERGRID])
(617179)","Jammu and
Kashmir","07/2024
(07/2024)","07/2026
(03/2027)","218.6
(218.6)",2.71,0
