Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
693,"Gudha-Thatha Mithri Construction of Railway Track Project
(North Western Railway [NWR])
(705752)",Rajasthan,"04/2019
(04/2019)","11/2026
(11/2026)","819.48
(967.06)",377.59,99
694,"Sawai Madhopur-Jaipur Railway Line Project
(North Western Railway [NWR])
(705912)",Rajasthan,"02/2024
(04/2023)","03/2027
(-)","1203.89
(1203.89)",73.03,7
695,"Agra Fort-Bandikui Doubling Line Project
(CAO/C/NCR)
(705919)",Rajasthan,"06/2022
(02/2021)","06/2027
(06/2027)","1390
(1390)",123,25
696,"Sawaimadhopur Bye Pass Line Project
(North Western Railway [NWR])
(706866)",Rajasthan,"12/2022
(01/2023)","03/2026
(05/2027)","304
(304)",45.64,45
697,"Ph II extension of MRTS from Velachery to St Thomas Mount
(Southern Railways [SR] - construction)
(400280)",Tamil Nadu,"11/2007
(11/2008)","07/2024
(08/2025)","734
(982)",475.73,99
698,"Redevelopment of Chennai Egmore Station
(Railway)
(613002)",Tamil Nadu,"05/2022
(10/2022)","03/2026
(-)","842
(842)",340,0
699,"Coach Production Factory Upgradation Project
(CPM/ICF)
(705244)",Tamil Nadu,"12/2017
(07/2018)","12/2021
(-)","520
(520)",192.25,0
700,"Railway Manufacturing Unit
(South Central Railway [SCR] - II)
(617409)",Telangana,"07/2016
(02/2023)","12/2026
(-)","521.36
(521.36)",420,58
701,"Kazipet Wagon Overhauling Project
(RVNL)
(705252)",Telangana,"09/2017
(07/2017)","12/2023
(-)","385
(385)",0,0
702,"Manoharabad-Kothapalli New Rail Line [151 km]
(South Central Railway [SCR] - II)
(705437)",Telangana,"07/2016
(01/2017)","03/2027
(12/2027)","1160
(2781)",1902.91,71
703,"Bahraich-Shravasti-Balrampur-Siddharthnagar -Santkabir nagar
(North Eastern Railway [NER])
(400204)",Uttar Pradesh,"10/2018
(03/2017)","10/2030
(10/2030)","4939.78
(4939.78)",1239.61,8
704,"Sahjanwa-Dohrighat
(North Eastern Railway [NER])
(400205)",Uttar Pradesh,"08/2019
(03/2017)","03/2029
(03/2029)","1319.75
(1319.75)",473.69,3
705,"Anandnagar - Ghugli via Maharajganj New line 52.7 km
(Construction NER)
(617252)",Uttar Pradesh,"10/2023
(11/2023)","03/2028
(-)","958.27
(958.27)",445.85,23
706,"Chunar-Chopan doubling project
(North Central Railway)
(617284)",Uttar Pradesh,"08/2023
(01/2025)","03/2028
(-)","1423.96
(1423.96)",49.57,2
707,"Surface triangle line bet. Bhadura stn and new crossing stn Karma
(East Central Railway [ECR] - I)
(617333)",Uttar Pradesh,"10/2022
(05/2024)","02/2027
(-)","199.96
(199.96)",0,0
708,"Doubling between Jaunpur Jn - Zaffarabad 6.28 km
(M/S SRC company Infra Private Limited)
(617370)",Uttar Pradesh,"03/2023
(02/2025)","01/2027
(-)","180.66
(180.66)",4,10
709,"Domingarh-Gorakhpur-Gorakhpur Cantt.-Kusumhi - 3rd Railway Line Project
(North Eastern Railway [NER])
(705566)",Uttar Pradesh,"11/2016
(06/2018)","02/2025
(09/2025)","351
(521.47)",499.64,98
710,"Burhwal Gonda 3rd line
(North Eastern Railway [NER])
(705567)",Uttar Pradesh,"11/2017
(07/2019)","03/2025
(11/2025)","1016
(1118)",1373.8,73
