Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
669,"Hospet-Hubli-Vasco da Gama Line Electrification Project
(RVNL)
(706950)
(-) (-)","Multi-States (Goa,
Karnataka)","07/2015
(05/2018)","03/2023
(06/2026)","744.49
(1122.62)",1163.32,99.7
670,"Western Dedicated Freight Corridor
(DFCCIL)
(705237)
(-) (-)","Multi-States
(Gujarat, Haryana,
Maharashtra,
Rajasthan, Uttar
Pradesh)","02/2008
(01/2012)","03/2022
(12/2025)","51101
(124005)",124623,96
671,"New line Dahod-Indore via Sardarpur, Jabuwa and Dhar
(Western Railway [WR] - II)
(705453)
(-) (-)","Multi-States
(Gujarat, Madhya
Pradesh)","06/2012
(06/2012)","02/2027
(02/2027)","456.07
(3516.77)",4166.4,55
672,"Chhota Udaipur - Dhar New Line Project [157 km]
(Western Railway [WR] - II)
(705454)
(-) (-)","Multi-States
(Gujarat, Madhya
Pradesh)","11/2008
(01/2014)","12/2025
(12/2025)","1794
(1794)",1828.91,80.5
673,"MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION
SYSTEM 500 RKM
(Western Railway)
(611452)
(-) (-)","Multi-States
(Gujarat,
Maharashtra)","09/2019
(03/2023)","12/2025
(12/2026)","311
(311)",263.42,93
674,"Taranga Hill-Abu Road via Ambaji
(North Western Railway [NWR])
(400022)
(-) (-)","Multi-States
(Gujarat,
Rajasthan)","07/2022
(07/2022)","07/2030
(07/2030)","2798
(2798)",2616.51,45
675,"LUNI- SAMDARI- BHILDI DOUBLING
(North Western Railway [NWR])
(616842)
(-) (-)","Multi-States
(Gujarat,
Rajasthan)","02/2024
(02/2024)","07/2027
(-)","3085.59
(3085.59)",962.77,36
676,"Chandigarh-Baddi New Rail Line- 36 km
(Northen Railway [NR])
(705424)
(-) (-)","Multi-States
(Haryana,
Himachal Pradesh)","02/2018
(02/2018)","12/2026
(12/2026)","1540
(1540.13)",606.07,44
677,"Rewari - Kathuwas Doubling Project [27.72 Km]
(North Western Railway [NWR])
(611861)
(-) (-)","Multi-States
(Haryana,
Rajasthan)","02/2023
(12/2022)","06/2027
(06/2027)","352
(352)",342.83,80
678,"Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding
Mukerian-Talwara [29 KM]
(Northen Railway [NR])
(705410)
(-) (-)","Multi-States
(Himachal
Pradesh, Punjab)","03/1983
(05/1985)","12/2025
(12/2027)","2018
(2018)",2398.08,85.5
679,"Bhanupalli-Bilaspur-Beri New Railway Line Project
(RVNL - II)
(705428)
(-) (-)","Multi-States
(Himachal
Pradesh, Punjab)","03/2009
(04/2015)","12/2026
(12/2027)","13447
(13447)",7781.89,64
680,"Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km
(South Eastern Railway - JH)
(705628)
(-) (-)","Multi-States
(Jharkhand,
Odisha)","03/2016
(02/2017)","06/2025
(06/2026)","3029
(3029.04)",2649.22,94
