Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
416,"Dhamra Haldia Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701344)","Multi-States
(Odisha, West
Bengal)","NA
(03/2020)","11/2022
(12/2025)","1030.65
(1125)",854.6,87
417,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar
and Hanumangarh districts
(Bharat Petroleum Corporation Limited [BPCL])
(709794)","Multi-States
(Punjab,
Rajasthan)","NA
(12/2022)","06/2030
(06/2030)","3207
(3207)",339.57,24
418,"Augmentation/ Revamping of Dimapur Depot, Dimapur
(MinistryofPetroleumNaturalGas)
(709786)",Nagaland,"NA
(08/2023)","11/2027
(11/2027)","227.62
(227.62)",9.12,22
419,"Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip
Refinery
(Ministry of Petroleum & Natural Gas)
(604859)",Odisha,"NA
(07/2020)","01/2024
(08/2026)","13805
(11783)",8310.16,90
420,"CUF POL Depot at Sadashibpur [Meramundali], Odisha
(MinistryofPetroleumNaturalGas)
(709800)",Odisha,"NA
(04/2021)","03/2026
(03/2026)","393.54
(393.54)",104.55,44
421,"Life Extension of 48 well platforms of Mumbai High & Heera Fields
(Oil and Natural Gas Corporation Limited [ONGC])
(400119)",Offshore,"NA
(12/2015)","04/2018
(12/2025)","3190.69
(3375.9)",3074.25,89
422,"PRP-VIII [Group-A]
(Ministry of Petroleum & Natural Gas)
(616950)",Offshore,"NA
(09/2024)","02/2026
(02/2026)","1486.4
(1486.4)",272.3,19
423,"Daman Upside Development Project
(Oil and Natural Gas Corporation Limited [ONGC])
(709839)",Offshore,"NA
(06/2022)","10/2025
(02/2026)","4144.41
(6406.9)",3894.53,85
424,"MHN TCPP PGC BGC Project [MTPBP]
(Ministry of Petroleum & Natural Gas)
(709848)",Offshore,"NA
(06/2022)","05/2026
(05/2026)","2329.45
(2354.23)",820.24,53
425,"PRP-VIII Group B [NH & BS Asset]
(Ministry of Petroleum & Natural Gas)
(709849)",Offshore,"NA
(06/2024)","02/2026
(02/2026)","2379.84
(3165.53)",1675.65,62
426,"Integrated Development of 4 Contract Areas under DSF-II
(Ministry of Petroleum & Natural Gas)
(709851)",Offshore,"NA
(05/2023)","04/2027
(04/2027)","6183.79
(6183.79)",474,20
427,"2G Ethanol Biorefinery at Bathinda
(Hindustan Petroleum Corporation Limited [HPCL])
(400171)",Punjab,"NA
(05/2020)","02/2023
(03/2026)","1421.46
(1421.46)",1182.4,95
